ì˙ït,ä¥êıé“êî1ì˙,ÉâÉOïœêî,ä¥êıé“êîó›åv,éÄé“êî1ì˙,éÄé“êîó›åv,ïΩãœãCâ∑,S,I,R,D,V,T,pop,rrI,rdI,SI,ì¸â@íÜ,åyè«ÅEíÜìôè«,èdè«,èhîëó√ó{,é©ëÓó√ó{,í≤êÆíÜ,PCRåüç∏ózê´é“êî,çRå¥åüç∏ózê´é“êî,PCRåüç∏âAê´é“êî,çRå¥åüç∏âAê´é“êî,åüç∏êlêî(7ì˙ä‘à⁄ìÆïΩãœ),ózê´ó¶,ã~ã}à„ó√_ìåãûÉãÅ[ÉãìKópåèêî,ã~ã}à„ó√_ìåãûÉãÅ[ÉãìKópåèêî_7ì˙ä‘à⁄ìÆïΩãœíl,ç~êÖó ÇÃçáåv(mm),ì˙è∆éûä‘(éûä‘),ïΩãœïóë¨(m/s),ïΩãœéºìx(Åì),ïΩãœåªínãCà≥(hPa),ïΩãœâ_ó (10ï™î‰),êlìÆëùå∏ó¶ëOì˙î‰ïΩãœ,åé,âŒ,êÖ,ñÿ,ã‡,ìy,ì˙,ójì˙,ïΩì˙ãxì˙,urgent
2020/7/29,250,266,11860,1,329,22.9,13940026,2172,9109,329,0,250,13999624,329,1,30277736472,1106,1084,22,218,479,620,364,37,4344,465,3627.7,0.067,43,44.1,0,0,2.9,87,1010.9,10,0.541666667,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/7/30,367,250,12227,1,330,23.2,13939776,2092,9438,330,0,367,13999624,177,2,29162011392,1154,1132,22,225,384,697,331,17,4460,396,3969.3,0.064,33,41.9,0,0,1.9,84,1012.9,10,0.183333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/7/31,462,367,12689,2,332,24.8,13939409,2280,9615,332,0,462,13999624,133,0,31781852520,1197,1181,16,288,401,858,406,34,4983,468,4567.3,0.066,34,40.3,1,3.2,1.6,90,1009.2,10,1.616666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/8/1,472,462,13161,0,332,26.1,13938947,2609,9748,332,0,472,13993721,43,0,36366712723,1220,1205,15,319,388,1156,190,15,3040,371,4649,0.066,46,39.6,0.5,5.5,2.6,77,1009.3,7.8,-35.55833333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/8/2,292,472,13453,0,332,26.3,13938475,3038,9791,332,0,292,13993721,321,1,42345087050,1315,1300,15,396,389,1232,103,12,1511,164,4693.3,0.066,49,40.3,0,6,2.4,75,1011,5.5,-14.625,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/8/3,258,292,13711,1,333,27.2,13938183,3008,10112,333,0,258,13993721,325,0,41926054464,1365,1350,15,422,524,957,336,38,4761,591,4721.6,0.069,38,40.3,0,10.1,2.4,74,1011,3.8,168.5416667,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/8/4,309,258,14020,0,333,28.3,13937925,2941,10437,333,0,309,13993721,250,0,40991437425,1382,1360,22,442,508,920,365,17,4329,502,4664.3,0.069,50,41.9,0,10.4,2.9,77,1012.2,4.3,-1.566666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/8/5,263,309,14283,0,333,29.1,13937616,3000,10687,333,0,263,13993721,320,0,41812848000,1475,1454,21,422,498,870,391,34,4863,512,4748.6,0.069,46,42.3,0,10.3,2.9,76,1013.4,3.3,1.333333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/8/6,360,263,14643,0,333,28.5,13937353,2943,11007,333,0,360,13993721,354,0,41017629879,1476,1455,21,408,492,929,372,31,4542,496,4782.4,0.07,46,44.1,0,9.7,3.9,79,1010.5,7.8,1.808333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/8/7,461,360,15104,0,333,29.5,13936993,2949,11361,333,0,461,13993721,248,0,41100192357,1475,1452,23,415,477,1046,329,18,4962,548,4777.6,0.067,52,46.7,0,8.8,3.4,71,1005,7.5,-0.533333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/8/8,429,461,15533,0,333,28.1,13936532,3162,11609,333,0,429,13993721,169,0,44067314184,1509,1484,25,428,532,1125,223,25,3218,412,4815,0.068,61,48.9,0,4.7,2.7,79,1006.1,8.3,-36.11666667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/8/9,331,429,15864,0,333,28.7,13936103,3422,11778,333,0,331,13993721,192,1,47689344466,1601,1578,23,439,606,1110,105,9,1388,235,4807.4,0.068,65,51.1,0,7.5,2.4,77,1006.9,9.5,-4.641666667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/8/10,197,331,16061,1,334,30.5,13935772,3560,11970,334,0,197,13993721,250,2,49611348320,1682,1658,24,443,588,1047,64,11,1101,325,4203.9,0.068,82,57.4,0,8.8,2.4,73,1010.3,10,8.833333333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/8/11,188,197,16249,2,336,31.7,13935575,3505,12220,336,0,188,13993721,306,0,48844190375,1710,1688,22,417,625,944,305,38,4836,744,4305.3,0.065,93,63.6,0,12.5,4,67,1009.7,2.8,84.95833333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/8/12,222,188,16471,0,336,30,13935387,3387,12526,336,0,222,13993721,322,2,47199155769,1659,1638,21,366,626,961,305,24,4468,602,4248,0.063,69,66.9,0.5,7.2,2.5,79,1009,6.8,-1.541666667,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/8/13,206,222,16677,2,338,29.4,13935165,3285,12848,338,0,206,13993721,426,0,45777017025,1658,1637,21,296,642,898,283,19,4570,577,4249.1,0.059,76,71.1,21.5,7.8,2.2,82,1006.4,5,-2.425,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/8/14,389,206,17066,0,338,29.4,13934959,3065,13274,338,0,389,13993721,322,0,42710649335,1560,1536,24,259,645,993,235,22,4320,641,4157.9,0.057,55,71.6,0,8.3,2.8,78,1005.5,2,0.716666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/8/15,385,389,17451,0,338,31,13934570,3132,13596,338,0,385,13993721,163,2,43643073240,1541,1518,23,272,679,1028,176,14,2744,460,4088.7,0.056,81,74.4,0,10,2.1,76,1004,3.8,-31.975,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/8/16,260,385,17711,2,340,31.2,13934185,3352,13759,340,0,260,13993721,256,1,46707388120,1605,1580,25,288,693,1029,77,13,1136,261,4053,0.056,101,79.6,0,9.7,2.7,74,1006.2,7.3,-6.933333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/8/17,161,260,17872,1,341,30.8,13933925,3355,14015,341,0,161,13993721,385,3,46748318375,1666,1639,27,287,745,821,232,27,4453,773,4622.1,0.055,82,79.6,0,7,2.7,76,1007.2,7.8,152.025,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/8/18,207,161,18079,3,344,30.3,13933764,3128,14400,344,0,207,13993721,412,3,43584813792,1641,1610,31,278,661,758,247,13,4677,602,4567.3,0.053,67,75.9,0,4.2,2.8,71,1007.2,8.8,1.75,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/8/19,186,207,18265,3,347,29,13933557,2920,14812,347,0,186,13993721,297,1,40685986440,1614,1582,32,279,571,645,253,34,4220,623,4528.9,0.052,56,74,0,10.8,2.7,72,1008.3,5.3,3.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/8/20,339,186,18604,1,348,29.7,13933371,2808,15109,348,0,339,13993721,300,2,39124905768,1571,1535,36,290,576,713,186,20,3391,595,4349.3,0.051,51,70.4,0,11.1,3.2,74,1008.9,1,-1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/8/21,258,339,18862,2,350,30.1,13933032,2845,15409,350,0,258,13993721,153,0,39639476040,1565,1532,33,303,601,637,221,34,4453,578,4359,0.051,43,68.7,0,10.5,2.8,72,1009.5,2.3,1.133333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/8/22,256,258,19118,0,350,29.3,13932774,2950,15562,350,0,256,13993721,164,0,41101683300,1575,1538,37,323,597,714,123,14,2614,384,4322,0.049,48,64,0,8,2.7,75,1008.5,6,-34.025,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/8/23,212,256,19330,0,350,25.6,13932518,3042,15726,350,0,212,13993721,301,2,42382719756,1581,1542,39,345,625,706,60,8,1105,265,4315,0.049,48,56.4,38,1.9,2,87,1006.2,9.8,-12.30833333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/8/24,95,212,19425,2,352,27.2,13932306,2951,16027,352,0,95,13993721,334,2,41114235006,1632,1594,38,332,593,492,211,31,4389,773,4303.4,0.048,49,51.7,0,6.7,2.7,79,1004.9,5,141.85,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/8/25,182,95,19607,2,354,27.8,13932211,2710,16361,354,0,182,13993721,332,2,37756291810,1564,1530,34,279,518,534,216,21,4488,629,4277,0.048,48,49,0,7.2,2.7,75,1007.7,6.3,1.483333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/8/26,236,182,19843,2,356,28.8,13932029,2558,16693,356,0,236,13993721,312,0,35638130182,1522,1491,31,267,445,563,199,27,4543,666,4320.6,0.045,36,46.1,0,10.4,2.7,77,1009.4,6,0.533333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/8/27,250,236,20093,0,356,29.3,13931793,2482,17005,356,0,250,13993721,406,2,34578710226,1474,1443,31,248,465,548,170,20,4884,627,4536.1,0.043,44,45.1,0,7.4,3.1,79,1009.7,4.5,-0.466666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/8/28,226,250,20319,2,358,30.2,13931543,2324,17411,358,0,226,13993721,119,0,32376905932,1328,1298,30,251,447,527,178,35,4700,680,4580,0.041,51,46.3,0,7.7,3.3,76,1009.3,4.3,1.675,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/8/29,247,226,20566,0,358,30.3,13931317,2431,17530,358,0,247,13993721,140,2,33867031627,1346,1314,32,275,434,626,104,10,2749,412,4600,0.04,41,45.3,0,11.7,3.3,73,1007.9,3.8,-33.39166667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/8/30,148,247,20714,2,360,30,13931070,2536,17670,360,0,148,13993721,189,3,35329193520,1398,1364,34,281,438,570,57,6,917,269,4573,0.04,61,47.1,0,9.4,3.3,73,1007.1,4.5,-9.933333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/8/31,100,148,20814,3,363,27.5,13930922,2492,17859,363,0,100,13993721,199,1,34715857624,1445,1413,32,294,474,382,143,29,4004,725,4501.1,0.039,53,47.7,1,3.4,2.9,80,1008.3,8.3,146.9583333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/9/1,170,100,20984,1,364,24.9,13930822,2392,18058,364,0,170,13981782,181,0,33322526224,1401,1372,29,265,456,443,169,23,4978,606,4561.4,0.037,45,47.3,1,0.5,2.3,85,1010.4,10,-1.058333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/9/2,141,170,21125,0,364,26.8,13930652,2381,18239,364,0,141,13981782,248,1,33168882412,1390,1361,29,253,443,439,137,15,4558,652,4551,0.034,39,47.7,7.5,1.4,2.5,93,1010.4,10,0.058333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/9/3,211,141,21336,1,365,28.4,13930511,2273,18487,365,0,211,13981782,248,4,31664051503,1333,1306,27,241,433,480,167,15,4675,599,4516,0.034,36,46.6,3.5,4.9,4.2,85,1009.2,8.5,-0.116666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/9/4,136,211,21472,4,369,29.3,13930300,2232,18735,369,0,136,13981782,140,0,31092429600,1310,1282,28,244,435,382,127,16,4894,644,4528.6,0.032,34,44.1,0,10.7,3,76,1010.7,7.5,0.375,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/9/5,181,136,21653,0,369,28.6,13930164,2228,18875,369,0,181,13981782,92,0,31036405392,1297,1270,27,220,437,458,103,17,3149,487,4597.3,0.032,49,45.3,8.5,7.3,2.8,79,1009.9,6.5,-32.15,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/9/6,116,181,21769,0,369,25.7,13929983,2317,18967,369,0,116,13981782,204,3,32275770611,1313,1286,27,221,455,447,62,13,1006,255,4609.7,0.032,49,43.6,25.5,2.3,2.7,94,1010.4,9.8,-12.525,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/9/7,76,116,21845,3,372,26.7,13929867,2226,19171,372,0,76,13981782,269,6,31007883942,1305,1281,24,206,454,341,153,29,4328,883,4680,0.032,38,41.4,19,1.4,4.4,93,1010.7,9.5,137.4833333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/9/8,170,76,22015,6,378,29.5,13929791,2027,19440,378,0,170,13981782,147,1,28235686357,1228,1207,21,179,392,402,193,19,4444,772,4630.3,0.033,20,37.9,0,10.1,5.1,73,1012.1,4,3.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/9/9,149,170,22164,1,379,29,13929621,2049,19587,379,0,149,13981782,225,0,28541793429,1248,1224,24,189,403,362,160,19,4932,702,4694.7,0.033,41,38.1,0.5,11.3,3.7,72,1010.2,2.8,0.608333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/9/10,276,149,22440,0,379,27.7,13929472,1973,19812,379,0,276,13981782,207,1,27482848256,1182,1159,23,186,391,494,148,23,4273,707,4651.1,0.033,37,38.3,0,3.9,3.8,80,1008.7,9,1.908333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/9/11,187,276,22627,1,380,28.3,13929196,2041,20019,380,0,187,13981782,90,2,28429489036,1193,1169,24,215,413,411,208,21,4763,641,4644.3,0.036,46,40,0,6,3.1,79,1011.8,6.8,0.191666667,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/9/12,226,187,22853,2,382,23.7,13929009,2136,20109,382,0,226,13981782,62,0,29752363224,1216,1193,23,235,402,513,123,8,2828,420,4590.4,0.037,33,37.7,14.5,0,2.5,97,1011.3,10,-33.76666667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/9/13,146,226,22999,0,382,23.3,13928783,2300,20171,382,0,146,13981782,177,2,32036200900,1262,1238,24,279,428,481,49,9,1074,246,4596.4,0.036,47,37.4,0.5,1.3,2.4,89,1008.4,7.5,-3.491666667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/9/14,80,146,23079,2,384,23.4,13928637,2267,20348,384,0,80,13981782,255,2,31576220079,1284,1262,22,279,449,339,138,29,4240,822,4573,0.036,37,37.3,0.5,0.7,2.3,86,1008.2,10,115.15,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/9/15,191,80,23270,2,386,23.8,13928557,2090,20603,386,0,191,13981782,234,3,29110684130,1204,1183,21,261,401,419,159,11,4757,606,4588,0.034,47,41.1,0.5,2.3,2,82,1010.9,9,2.075,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/9/16,163,191,23433,3,389,24,13928366,2044,20837,389,0,163,13981782,184,0,28469580104,1149,1126,23,272,409,381,184,14,4230,616,4478.1,0.036,19,38,2,0.7,2.1,81,1011.1,9.8,1.708333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/9/17,171,163,23604,0,389,24.9,13928203,2023,21021,389,0,171,13981782,187,1,28176754669,1160,1133,27,253,408,377,182,17,3926,620,4420.1,0.037,32,37.3,0,1.1,2.1,88,1009.2,9.5,1.191666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/9/18,220,171,23824,1,390,29,13928032,2006,21208,390,0,220,13981782,170,0,27939632192,1147,1121,26,242,422,419,172,25,4807,691,4429,0.036,40,36.4,0,4.4,5.5,74,1004.4,9,2.408333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/9/19,218,220,24042,0,390,24.7,13927812,2056,21378,390,0,218,13981782,94,0,28635581472,1135,1110,25,245,412,486,125,30,2977,630,4483.7,0.036,43,37.9,0,0,2.9,78,1008.4,8.8,-26.54166667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/9/20,162,218,24204,0,390,22.2,13927594,2180,21472,390,0,162,13981782,68,1,30362154920,1199,1172,27,253,438,456,46,10,1033,320,4488.1,0.036,42,37.1,0.5,0,2,80,1011.1,10,-10.21666667,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/9/21,97,162,24301,1,391,22,13927432,2273,21540,391,0,97,13981782,114,0,31657052936,1224,1197,27,267,443,441,54,14,1439,396,4013,0.037,40,37.6,0.5,3.9,2.1,78,1012,6,11.5,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/9/22,88,97,24389,0,391,22.5,13927335,2256,21654,391,0,88,13981782,197,1,31420067760,1232,1202,30,239,471,407,40,14,1307,371,3470,0.038,50,38,3.5,5.5,2.5,76,1014.5,9,-1.275,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/9/23,59,88,24448,1,392,20.2,13927247,2146,21851,392,0,59,13981782,270,3,29887872062,1258,1230,28,216,432,304,235,21,5252,861,3659.3,0.038,30,39.6,7.5,0,2.7,95,1012,10,80.51666667,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/9/24,193,59,24641,3,395,19,13927188,1932,22121,395,0,193,13981782,308,4,26907327216,1170,1141,29,172,414,376,211,18,4649,659,3772.4,0.038,41,40.9,10,0,3.2,92,1010.9,10,-7.366666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/9/25,195,193,24836,4,399,19.4,13926995,1813,22429,399,0,195,13981782,121,1,25249641935,1083,1053,30,169,392,371,190,25,4844,633,3772,0.039,29,39.3,5.5,0,3.2,95,1004.1,10,9.958333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/9/26,269,195,25105,1,400,18.5,13926800,1886,22550,400,0,269,13981782,97,0,26265944800,1109,1080,29,184,393,477,97,5,2645,439,3689.7,0.038,29,37.3,6,0,2.1,97,1005.5,10,-31.54166667,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/9/27,144,269,25249,0,400,19.7,13926531,2058,22647,400,0,144,13981782,132,6,28660800798,1154,1125,29,225,420,411,53,10,873,235,3655.7,0.039,42,37.3,0.5,1.3,1.6,88,1007,9.8,-7.183333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/9/28,78,144,25327,6,406,21.5,13926387,2064,22779,406,0,78,13981782,177,1,28744062768,1198,1172,26,240,458,254,155,30,4986,809,4238.1,0.037,36,36.7,0,10.8,2.5,71,1009.7,3.5,119.8833333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/9/29,211,78,25538,1,407,19.7,13926309,1964,22956,407,0,211,13981782,191,1,27351270876,1159,1136,23,249,429,347,193,24,4953,690,4827.9,0.037,34,34.4,0,3.5,3,67,1009,10,-0.333333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/9/30,194,211,25732,1,408,20,13926098,1983,23147,408,0,194,13981782,283,1,27615452334,1165,1144,21,257,427,334,192,17,4453,674,4680.3,0.037,29,34.3,0,10.4,2.6,66,1005.1,3.8,4.075,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/10/1,234,194,25966,1,409,19.5,13925904,1893,23430,409,0,234,13971109,279,0,26361736272,1103,1081,22,246,417,368,151,15,4499,654,4649.1,0.036,36,33.6,1,2.2,1.7,85,1008,7.8,-0.691666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/10/2,196,234,26162,0,409,21,13925670,1848,23709,409,0,196,13971109,189,2,25734638160,1047,1025,22,256,412,336,151,14,4708,662,4626.7,0.034,37,34.7,0,10.7,2.5,72,1013.8,2.8,-0.408333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/10/3,205,196,26367,2,411,21.7,13925474,1853,23898,411,0,205,13971109,65,0,25803903322,1024,999,25,257,403,383,86,13,2749,526,4653.6,0.034,29,34.7,0,3.9,1.7,74,1014.3,8.5,-30.95833333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/10/4,107,205,26474,0,411,22,13925269,1993,23963,411,0,107,13971109,189,2,27753061117,1070,1044,26,278,435,327,50,6,1073,276,4687,0.033,44,35,0,1.5,2,77,1009.5,10,-7.808333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/10/5,65,107,26539,2,413,21.7,13925162,1909,24152,413,0,65,13971109,227,1,26583134258,1057,1032,25,266,422,240,194,35,5016,1006,4725.7,0.034,41,35.7,0,1.5,2,81,1003.8,10,113.275,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/10/6,176,65,26715,1,414,21,13925097,1746,24379,414,0,176,13971109,206,2,24313219362,976,951,25,243,401,314,151,15,4878,791,4722.1,0.033,33,35.6,0,2.7,2.6,52,1012.9,8.3,0.258333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/10/7,140,176,26855,2,416,18.3,13924921,1714,24585,416,0,140,13971109,188,1,23867314594,976,952,24,236,380,276,183,30,4556,774,4751.7,0.033,31,35.9,6,3.2,2.7,73,1021.3,8.5,2.025,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/10/8,248,140,27103,1,417,14.7,13924781,1665,24773,417,0,248,13971109,213,4,23184760365,979,957,22,216,366,366,210,25,4250,622,4721.4,0.035,31,35.1,44,0,2.4,99,1023.2,10,-1.083333333,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/10/9,203,248,27306,4,421,14.5,13924533,1696,24986,421,0,203,13971109,158,0,23616007968,1006,985,21,238,344,325,163,19,4830,670,4742.4,0.036,32,34.4,38,0,2.8,99,1022.6,10,0.533333333,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/10/10,248,203,27554,0,421,16,13924330,1741,25144,421,0,248,13971109,65,0,24242258530,1008,984,24,251,339,406,121,20,2602,528,4727.7,0.037,35,35.3,73.5,0,2.7,100,1014.7,10,-37.425,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/10/11,146,248,27700,0,421,19.8,13924082,1924,25209,421,0,146,13971109,149,0,26789933768,1085,1061,24,305,357,338,45,11,886,315,4706.6,0.037,47,35.7,0.5,0.4,2.7,91,1008.5,10,5,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/10/12,78,146,27778,0,421,21.5,13923936,1921,25358,421,0,78,13971109,204,2,26747881056,1116,1091,25,308,378,212,193,28,4952,989,4693.9,0.037,43,36,0,2.5,2.1,87,1007.9,9.5,116.5166667,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/10/13,166,78,27944,2,423,22.1,13923858,1793,25562,423,0,166,13971109,284,2,24965477394,1083,1056,27,294,325,272,195,22,4719,769,4675.3,0.039,38,36.7,0,4.2,2.5,79,1009.5,8.5,-0.266666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/10/14,177,166,28121,2,425,20.3,13923692,1673,25846,425,0,177,13971109,245,2,23294336716,1008,983,25,301,272,284,188,25,4288,738,4631.9,0.039,25,35.9,0,0.7,2.3,67,1015.1,10,3.15,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/10/15,284,177,28405,2,427,16.8,13923515,1603,26091,427,0,284,13971109,215,4,22319394545,1000,975,25,294,254,354,164,15,4175,693,4623.3,0.037,27,35.3,1,0,2.7,83,1017,10,-0.066666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/10/16,183,284,28588,4,431,16.1,13923231,1668,26306,431,0,183,13971109,168,3,23223949308,1002,977,25,332,234,299,173,17,4655,754,4611.4,0.038,35,35.7,0,4.1,2.9,59,1018.4,9.5,2.575,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/10/17,235,183,28823,3,434,12.7,13923048,1680,26474,434,0,235,13971109,103,2,23390720640,997,974,23,334,235,365,119,9,2842,495,4639.1,0.037,30,35,23,0,2.2,93,1018.7,10,-30.83333333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/10/18,132,235,28955,2,436,14.3,13922813,1810,26577,436,0,132,13971109,233,0,25200291530,1051,1027,24,339,256,312,40,3,991,270,4645.9,0.037,44,34.6,0.5,4.2,2.1,83,1019.1,7,-0.158333333,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/10/19,78,132,29033,0,436,13.1,13922681,1709,26810,436,0,78,13971109,228,1,23793861829,1062,1038,24,308,252,178,162,22,4506,856,4557.9,0.036,35,33.4,9,0,2.4,89,1020,7.5,90.93333333,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/10/20,139,78,29172,1,437,15.6,13922603,1558,27038,437,0,139,13971109,189,2,21691415474,982,958,24,295,219,214,155,23,4377,742,4499.6,0.035,34,32.9,0,7.7,2.3,75,1022,5.3,1.991666667,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/10/21,145,139,29317,2,439,16,13922464,1506,27227,439,0,145,13971109,228,3,20967230784,990,966,24,268,202,209,148,16,4152,740,4473.4,0.034,39,34.9,0,7.5,2.6,69,1022.3,4.8,1.808333333,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/10/22,185,145,29502,3,442,17.4,13922319,1420,27455,442,0,185,13971109,171,3,19769692980,944,920,24,242,187,250,140,19,4448,674,4506.9,0.033,41,36.9,0,3,2.3,70,1015.2,10,-1.966666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/10/23,186,185,29688,3,445,16.8,13922134,1431,27626,445,0,186,13971109,183,0,19922573754,964,941,23,220,200,251,179,19,4687,724,4508.3,0.033,36,37,8.5,0,2,93,1000.6,10,2.3,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
2020/10/24,201,186,29889,0,445,17.3,13921948,1434,27809,445,0,201,13971109,80,2,19964073432,945,920,25,226,191,293,109,10,2504,523,4462.7,0.033,27,36.6,0,7.8,3.1,56,1002.8,5,-26.25833333,0,0,0,0,0,1,0,ìy,ãxì˙,no
2020/10/25,124,201,30013,2,447,15.5,13921747,1553,27889,447,0,124,13971109,97,3,21620473091,980,952,28,252,201,264,52,2,1027,272,4469.7,0.034,52,37.7,0,8.4,2.6,55,1009.7,1.5,-3.35,0,0,0,0,0,0,1,ì˙,ãxì˙,no
2020/10/26,102,124,30115,3,450,16.2,13921623,1577,27986,450,0,102,13971109,232,1,21954399471,1037,1008,29,246,212,196,146,12,4487,904,4470.1,0.033,38,38.1,0,8.6,2,65,1013.3,6.3,93.975,1,0,0,0,0,0,0,åé,ïΩì˙,no
2020/10/27,158,102,30273,1,451,16.7,13921521,1446,28218,451,0,158,13971109,155,0,20130519366,934,901,33,261,192,229,178,16,4378,740,4472.3,0.033,28,37.3,0,6,2.2,65,1016.5,8.3,-1.458333333,0,1,0,0,0,0,0,âŒ,ïΩì˙,no
2020/10/28,171,158,30444,0,451,16.6,13921363,1449,28373,451,0,171,13971109,153,2,20172054987,951,921,30,263,177,241,157,12,4095,766,4468.6,0.034,33,36.4,0,2.2,1.7,73,1016.4,8,0.891666667,0,0,1,0,0,0,0,êÖ,ïΩì˙,no
2020/10/29,220,171,30664,2,453,17.3,13921192,1465,28526,453,0,220,13971109,192,2,20394546280,969,940,29,249,173,307,162,20,3949,764,4413.4,0.035,32,35.1,0,9.7,2.9,55,1013.4,4.8,0.391666667,0,0,0,1,0,0,0,ñÿ,ïΩì˙,no
2020/10/30,203,220,30867,2,455,14.9,13920972,1491,28718,455,0,203,13971109,168,0,20756169252,973,942,31,258,202,275,154,16,3752,754,4280.1,0.035,23,33.3,0,1.6,3.2,47,1015.8,6.3,4.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,no
